Район;Тип н п;Наименование нас пункта;Наименование;Адрес;ИНН;Контакты;Широта;Долгота;Тип учреждения;Тип подключения (сущ);Скорость подключения (сущ);Тип подключения (план);Скорость подключения (план)
Городской округ город Кизилюрт;Поселок городского типа;Бавтугай;МКОУ СОШ № 3 БЕЛИДЖИ;Республика Дагестан, г. Кизилюрт, пгт. Бавтугай, Интернатская, 10;;;43,1711;46,8403;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Кизилюрт;Поселок городского типа;Бавтугай;МКОУ СОШ № 3 МАМЕДКАЛА;Республика Дагестан, г. Кизилюрт, пгт. Бавтугай, Интернатская, 10;;;43,1711;46,8403;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Кизилюрт;Поселок городского типа;Бавтугай;МКОУ СОШ № 3 г. Буйнакск ;Республика Дагестан, г. Кизилюрт, пгт. Бавтугай, Интернатская, 10;;;43,1711;46,8403;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Южно-Сухокумск;Город;Южно-сухокумск;МКОУ СОШ № 4 БЕЛИДЖИ;Республика Дагестан, г. Южно-Сухокумск, ул. Комарова, 8;;;44,65634;45,654839;Общеобразовательная организация;Медь;15;ВОЛС;100.0
Дербентский район;Поселок;Белиджи;МКОУ СОШ № 4 ;Республика Дагестан, Дербентский район, п. Белиджи ул. Первомайская, 23а;;;41,51;48,24;Общеобразовательная организация;Медь;4;ВОЛС;50.0
Городской округ город Кизилюрт;Город;Кизилюрт;МКОУ СОШ № 7 ИМ.А.АЛИБЕКОВА ;Республика Дагестан, г. Кизилюрт, ул. Гамзата - Цадаса, 40А;;;43,1975;46,8735;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Кизилюрт;Город;Кизилюрт;МКОУ СОШ № 7 г. Буйнакск ;Республика Дагестан, г. Кизилюрт, ул. Гамзата - Цадаса, 40А;;;43,1975;46,8735;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Кизилюрт;Город;Кизилюрт;МКОУ СОШ № 8 ;Республика Дагестан, г. Кизилюрт, ул. Гамзата - Цадаса, 73Б;;;43,197268;46,878804;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Кизилюрт;Город;Кизилюрт;МКОУ СОШ № 8 г. Буйнакск ;Республика Дагестан, г. Кизилюрт, ул. Гамзата - Цадаса, 73Б;;;43,197268;46,878804;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Городской округ город Южно-Сухокумск;Город;Южно-сухокумск;МКОУ СОШ №4  г. Южно-Сухокумск ;Республика Дагестан, г. Южно-Сухокумск, ул. Комарова, 8;;;44,65634;45,654839;Общеобразовательная организация;Медь;15;ВОЛС;100.0
Городской округ город Кизилюрт;Город;Кизилюрт;МКОУ СОШ_7 г. Кизляр ;Республика Дагестан, г. Кизилюрт, ул. Гамзата - Цадаса, 40А;;;43,1975;46,8735;Общеобразовательная организация;Медь;4;ВОЛС;100.0
Кизлярский район;Село;Ст. Серебряковка;МКОУ Старосеребряковская СОШ ;Республика Дагестан, Кизлярский район, с. Ст. Серебряковка, ул. им. Газиева, д. 12;;;43,97924;46,835988;Общеобразовательная организация;Медь;4;ВОЛС;50.0
Хасавюртовский район;Село;Сулевкент;МКОУ СУЛЕВКЕНТСКАЯ СОШ ;Республика Дагестан, Хасавюртовский район, с. Сулевкент, ул. Центральная, 38;;;43,473545;46,753888;Общеобразовательная организация;Медь;12;ВОЛС;50.0
Дахадаевский район;Село;Сутбук;МКОУ СУТБУКСКАЯ СОШ ;Республика Дагестан, Дахадаевский район, с. Сутбук;;;42,102609;47,536857;Общеобразовательная организация;Медь;4;ВОЛС;50.0
Магарамкентский район;Село;Тагиркент-Казмаляр;МКОУ ТАГИРКЕНТ-КАЗМАЛЯРСКАЯ СОШ ;Республика Дагестан, Магарамкентский район, с. Тагиркент-Казмаляр, ул. Шоссейная, 1;;;41,815086;48,50784;Общеобразовательная организация;Медь;4;ВОЛС;50.0
Магарамкентский район;Село;Тагиркент;МКОУ ТАГИРКЕНТСКАЯ ООШ ;Республика Дагестан, Магарамкентский район, с. Тагиркент, ул. Гаджи Дауда, 5;;;41,78862;48,49763;Общеобразовательная организация;Медь;4;ВОЛС;50.0
Буйнакский район;Село;Такалай;МКОУ Такалайская СОШ ;Республика Дагестан, Буйнакский район, с. Такалай.;;;42,897486;47,166954;Общеобразовательная организация;Медь;5;ВОЛС;50.0
